"","species","firstyear","lastyear","sci_name","sort","Breeding.Biome","Winter.Biome","Family","bird.group","Migrate","AI","native","popest","popestlci","popestuci","year_est1","year_est2","Pop.source","Tr_source","popse","spfactor","spfact","g1","g2","famfact","famfactn","birdgroupfact","birdgroupfactn","migratefact","migratefactn","aifact","aifactn","nativefact","nativefactn","Loss_mean","Loss_sd","Loss_lci95","Loss_med","Loss_uci95","Loss_lci","Loss_lqrt","Loss_uqrt","Loss_uci","Psi_mean","Psi_sd","Psi_lci95","Psi_med","Psi_uci95","Psi_lci","Psi_lqrt","Psi_uqrt","Psi_uci","NEst_mean","NEst_sd","NEst_lci95","NEst_med","NEst_uci95","NEst_lci","NEst_lqrt","NEst_uqrt","NEst_uci"
"303","McCown's Longspur",1970,2017,"Rhynchophanes mccownii",1776,"Grassland","Southwestern Aridlands","Calcariidae","landbird","M","other","native",844821,487327,1322335,2006,2015,"PIF0615","BBS7017",213012.244897959,"McCown's Longspur",303,7,7,"Calcariidae",12,"landbird",1,"M",2,"other",2,"native",2,3990270.31757972,1094868.15195627,1981030.2454144,3936860.03448446,6245783.55253837,1981030.2454144,3242630.39925818,4697006.48383636,6245783.55253837,4782475.73978827,1263593.50642567,2416443.92948184,4750912.7076764,7343679.74476601,2416443.92948184,3921052.69891372,5602430.77137713,7343679.74476601,847337.279549971,212166.77815643,437550.968578303,845954.617284867,1261744.80047967,437550.968578303,704825.448788478,989651.339865085,1261744.80047967
"304","Merlin",1970,2017,"Falco columbarius",1000,"Habitat Generalist","Widespread","Falconidae","landbird","M","other","native",1620998,1325156,1975531,2006,2015,"PIF0615","BBS7017",165911.989795918,"Merlin",304,9,8,"Falconidae",23,"landbird",1,"M",2,"other",2,"native",2,-1629450.96058355,235268.556657651,-2132503.05677905,-1616455.93599774,-1196949.58037651,-2132503.05677905,-1780785.20051808,-1467463.24119486,-1196949.58037651,426368.054434135,44453.5220405881,338782.806208892,426137.8215741,514307.454150751,338782.806208892,396640.313010615,456589.060460522,514307.454150751,1620877.38871815,164630.67491636,1291971.00069455,1621006.11778166,1946059.65237789,1291971.00069455,1512150.44391721,1731479.19986573,1946059.65237789
"305","Mew Gull",1993,2017,"Larus canus",581,"Wetland","Temperate North America","Laridae","waterbird","M","other","native",1286450,659195,2419626,2006,2015,"PIF0615","BBS9317",449089.540816327,"Mew Gull",305,8,11,"Laridae",32,"waterbird",4,"M",2,"other",2,"native",2,1845443.95900268,682187.559697138,570270.648472392,1821477.29705281,3229311.5430531,570270.648472392,1371273.34002389,2284986.83100907,3229311.5430531,2889949.95703167,1009732.90817359,939427.476401843,2881593.25285517,4895626.32909298,939427.476401843,2215862.69832275,3554987.77844011,4895626.32909298,1295810.4457988,446761.922846374,419440.175607695,1294481.81183334,2177761.70881415,419440.175607695,995691.303229965,1594040.84864098,2177761.70881415
"306","Mexican Jay",1993,2017,"Aphelocoma wollweberi",1388,"Western Forest","Mexico-Central America","Corvidae","landbird","R","other","native",142059,31219,355566,2006,2015,"PIF0615","BBS9317",82741.5816326531,"Mexican Jay",306,5,10,"Corvidae",21,"landbird",1,"R",3,"other",2,"native",2,-3188.59303594084,67726.0795234119,-173760.038665548,2149.05540694941,108840.816265813,-173760.038665548,-26004.0466592332,33057.2165572079,108840.816265813,155808.71269608,88418.2956499122,1.09994972903988,152820.872805456,336181.678546253,1.09994972903988,92163.7041791916,215470.774662635,336181.678546253,142835.102192939,79576.2349416629,1,141461.724315619,302032.728420496,1,86250.3471748257,197297.110296636,302032.728420496
"307","Mississippi Kite",1970,2017,"Ictinia mississippiensis",798,"Eastern Forest","South America","Accipitridae","landbird","M","other","native",695177,537854,881937,2006,2015,"PIF0615","BBS7017",87776.2755102041,"Mississippi Kite",307,6,5,"Accipitridae",1,"landbird",1,"M",2,"other",2,"native",2,-312666.503142102,119457.481901381,-579175.885668649,-302152.260697636,-111442.678272057,-579175.885668649,-385919.622555891,-227770.97124125,-111442.678272057,544443.38553048,71744.7697573047,405881.160013258,543851.294454098,687677.979072191,405881.160013258,495997.589117837,591927.97747235,687677.979072191,695088.042454339,87789.8439838306,525926.052141183,694057.119771946,868918.07141927,525926.052141183,635775.329541152,754179.049016958,868918.07141927
"308","Monk Parakeet",1970,2017,"Myiopsitta monachus",1010,"Introduced","Introduced","Psittacidae","other","Introduced","other","Introduced",59268,1094,158202,2006,2015,"PIF0615","CBC7017",40078.5714285714,"Monk Parakeet",308,3,9,"Psittacidae",49,"other",2,"Introduced",1,"other",2,"Introduced",1,-88127.1570400535,89338.0483569782,-311744.283491727,-64853.8691063275,-0.998564261610292,-311744.283491727,-118081.49713842,-30766.9332121398,-0.998564261610292,104.110136449521,67.2960984222669,0.00160784275763293,99.6283525501812,250.349151134036,0.00160784275763293,54.0590916144176,147.313575158643,250.349151134036,61017.0975419894,37457.3208902996,1,59782.3497290684,137907.938826822,1,33270.4090063163,86322.690691209,137907.938826822
"309","Mottled Duck",1970,2017,"Anas fulvigula",50,"Wetland","Temperate North America","Anatidae","waterfowl","M","other","native",238785,148277,355630,2006,2015,"PIF0615","BBS7017",52896.1734693878,"Mottled Duck",309,8,11,"Anatidae",6,"waterfowl",5,"M",2,"other",2,"native",2,426088.955971865,104303.280836776,229528.046674253,422415.052499154,637783.684329633,229528.046674253,355610.515563333,495255.043127462,637783.684329633,653349.444546163,148812.228022536,364720.491434733,651884.457604598,946568.275269191,364720.491434733,552132.7459973,752072.302486815,946568.275269191,238425.321066455,53227.2458886823,133823.741567113,238189.74790429,341619.936033671,133823.741567113,202642.149524452,274571.776558438,341619.936033671
"310","Mountain Bluebird",1970,2017,"Sialia currucoides",1559,"Western Forest","Temperate North America","Turdidae","landbird","M","other","native",5568751,4615920,6673385,2006,2015,"PIF0615","BBS7017",524863.520408163,"Mountain Bluebird",310,8,10,"Turdidae",64,"landbird",1,"M",2,"other",2,"native",2,1048664.02484589,346778.52779123,377120.361923188,1046365.85690439,1750556.30718132,377120.361923188,817112.006077924,1273898.39976659,1750556.30718132,6659217.70530975,638658.729776886,5406799.68373082,6659128.78250892,7903563.23805792,5406799.68373082,6222494.73939565,7087216.37738395,7903563.23805792,5569784.00229975,527651.865520804,4516290.30563492,5568431.79285703,6589319.9136982,4516290.30563492,5216340.47799451,5921374.95097058,6589319.9136982
"311","Mountain Chickadee",1970,2017,"Poecile gambeli",1437,"Western Forest","Temperate North America","Paridae","landbird","R","other","native",7855197,6597745,9279875,2006,2015,"PIF0615","BBS7017",684216.836734694,"Mountain Chickadee",311,8,10,"Paridae",37,"landbird",1,"R",3,"other",2,"native",2,7056446.09453035,829420.65771618,5490387.43610623,7023224.95096389,8759687.57355118,5490387.43610623,6477482.25045126,7610912.32906688,8759687.57355118,14292500.5940344,1274098.77895267,11795361.1596134,14289730.7898088,16800726.9935897,11795361.1596134,13443635.6994104,15148148.1631393,16800726.9935897,7862262.29444142,686574.588918836,6505045.23410066,7867057.01668639,9211462.0204712,6505045.23410066,7408092.1370934,8318749.15430921,9211462.0204712
"312","Mountain Plover",1970,2017,"Charadrius montanus",465,"Grassland","Southwestern Aridlands","Charadriidae","shorebird","M","other","native",20000,13333,30000,2011,2013,"Shoreb12","BBS7017",4251.78571428571,"Mountain Plover",312,7,7,"Charadriidae",17,"shorebird",3,"M",2,"other",2,"native",2,50332.0023761502,12680.2997005199,27354.8790358756,49462.6790146279,77506.0057929062,27354.8790358756,41533.9581289956,58329.0133129193,77506.0057929062,68582.6323781828,16329.1365523562,38500.8969136946,67784.0741408802,102725.692448111,38500.8969136946,57264.7539198654,79135.5497036897,102725.692448111,19898.4664046182,4259.2755876297,11624.3540575292,19924.5466976127,28396.3138282088,11624.3540575292,17081.9861086421,22683.8213054448,28396.3138282088
"313","Mountain Quail",1970,2017,"Oreortyx pictus",94,"Western Forest","Temperate North America","Odontophoridae","landbird","R","other","native",250825,174335,348548,2006,2015,"PIF0615","BBS7017",44442.0918367347,"Mountain Quail",313,8,10,"Odontophoridae",35,"landbird",1,"R",3,"other",2,"native",2,69739.5247552139,30973.226556369,11208.1981191484,69058.4661597872,132171.661787203,11208.1981191484,48966.8460578965,90161.6140602482,132171.661787203,309840.869493956,55965.2842863504,201776.217342599,309667.89843393,421374.037995776,201776.217342599,271372.949720049,347405.789295668,421374.037995776,251473.79597509,44670.3050228572,164258.811369237,251764.864187719,338262.235832839,164258.811369237,221269.903526473,281592.595483524,338262.235832839
"314","Mourning Dove",1970,2017,"Zenaida macroura",198,"Habitat Generalist","Widespread","Columbidae","landbird","M","other","native",133072464,123233806,143006188,2006,2015,"PIF0615","BBS7017",5043975,"Mourning Dove",314,9,8,"Columbidae",20,"landbird",1,"M",2,"other",2,"native",2,22425699.4965125,4459584.53615494,13848806.4141674,22372771.5588413,31433018.6575047,13848806.4141674,19421551.3741801,25303301.0131325,31433018.6575047,153364201.788176,5923087.65577344,141845525.488682,153400405.977979,164782436.845199,141845525.488682,149309390.385283,157379788.562248,164782436.845199,133122629.176133,5037457.41084076,123259363.784956,133109275.894846,142759607.514093,123259363.784956,129660523.320891,136580157.331353,142759607.514093
"315","Mourning Warbler",1970,2017,"Geothlypis philadelphia",1969,"Boreal Forest","South America","Parulidae","landbird","M","other","native",13827473,11375932,16818340,2006,2015,"PIF0615","BBS7017",1388369.3877551,"Mourning Warbler",315,6,3,"Parulidae",38,"landbird",1,"M",2,"other",2,"native",2,10573329.3713941,1616508.67642693,7556773.31980643,10522874.4116464,13870449.8658795,7556773.31980643,9462938.2113254,11630139.4854793,13870449.8658795,23634478.2699497,2443966.55458045,18943770.0907165,23595423.7645017,28422286.1282282,18943770.0907165,21983604.2575615,25298019.7740872,28422286.1282282,13808627.6713406,1391036.69043905,11093729.4306554,13785930.3499261,16544503.2146449,11093729.4306554,12872681.3729786,14749874.1943163,16544503.2146449
"316","Mute Swan",1970,2017,"Cygnus olor",25,"Introduced","Introduced","Anatidae","other","Introduced","other","Introduced",12000,9000,15000,1992,1994,"BNA1997","BBS7017",1530.61224489796,"Mute Swan",316,3,9,"Anatidae",6,"other",2,"Introduced",1,"other",2,"Introduced",1,-23921.9605367726,9227.77225338935,-46119.058098512,-22468.441936571,-10260.5833011522,-46119.058098512,-28963.256168583,-17426.4419099668,-10260.5833011522,5957.53311266096,1063.20846330931,4066.66094070818,5895.45168465742,8282.26333901832,4066.66094070818,5227.50712972503,6619.0730670091,8282.26333901832,12001.5261351853,1526.34672470655,8964.43925465405,12021.3579654391,14941.6949526532,8964.43925465405,10981.868410502,13031.0517806445,14941.6949526532
"317","Nashville Warbler",1970,2017,"Oreothlypis ruficapilla",1963,"Boreal Forest","Mexico-Central America","Parulidae","landbird","M","other","native",39717135,34046329,46021851,2006,2015,"PIF0615","BBS7017",3054980.10204082,"Nashville Warbler",317,5,3,"Parulidae",38,"landbird",1,"M",2,"other",2,"native",2,-1089904.23011821,2755645.08776972,-6693257.60431519,-1016682.91430448,4028578.81194455,-6693257.60431519,-2862785.31524475,803397.56482156,4028578.81194455,38289881.7977102,3047130.6679905,32304949.612948,38250353.1611827,44351077.1168812,32304949.612948,36269994.3607127,40312485.7313336,44351077.1168812,39720295.7549091,3068282.27878807,33635788.4985986,39728678.582145,45687999.5665716,33635788.4985986,37676254.6891572,41796849.1793821,45687999.5665716
"318","Nelson's Sparrow",1970,2017,"Ammospiza nelsoni",1848,"Wetland","Coastal","Passerellidae","landbird","M","other","native",1012433,860211,1182894,2006,2015,"PIF0615","BBS7017",82317.0918367347,"Nelson's Sparrow",318,2,11,"Passerellidae",39,"landbird",1,"M",2,"other",2,"native",2,-764176.690566307,190406.119951453,-1181482.53491997,-750028.057621683,-440350.064910449,-1181482.53491997,-880346.612810573,-630718.469086866,-440350.064910449,448644.513524678,40699.111122914,370416.873644621,448462.21351229,529839.522097621,370416.873644621,421227.651676569,475185.958041916,529839.522097621,1011747.03599966,81513.3482024758,849969.773988044,1013133.27500965,1168918.44461827,849969.773988044,956268.591449857,1066518.45653312,1168918.44461827
"319","Northern Bobwhite",1970,2017,"Colinus virginianus",99,"Eastern Forest","Temperate North America","Odontophoridae","landbird","R","other","native",5800000,2900000,8700000,2008,2010,"ACAD","BBS7017",1479591.83673469,"Northern Bobwhite",319,8,5,"Odontophoridae",35,"landbird",1,"R",3,"other",2,"native",2,21060951.8265371,5492444.97854836,10588683.4631249,21008186.9885023,31983881.2505369,10588683.4631249,17389820.3631191,24721322.3933528,31983881.2505369,27508429.9437503,7109350.27578717,13806545.9061691,27481029.9175772,41610381.2408042,13806545.9061691,22725164.1190915,32250648.1282826,41610381.2408042,5819359.30919797,1489302.2032924,2931102.97119655,5817917.81421747,8745893.68387485,2931102.97119655,4820405.68650304,6814091.40670448,8745893.68387485
"320","Northern Cardinal",1970,2017,"Cardinalis cardinalis",2047,"Eastern Forest","Temperate North America","Cardinalidae","landbird","R","other","native",118228958,107977674,129207132,2006,2015,"PIF0615","BBS7017",5415678.06122449,"Northern Cardinal",320,8,5,"Cardinalidae",14,"landbird",1,"R",3,"other",2,"native",2,-11635733.1518849,3073108.88138395,-17794884.2535522,-11582325.7265091,-5647041.38067987,-17794884.2535522,-13688144.467765,-9517240.72488356,-5647041.38067987,107650609.332286,4889267.05622855,98297087.2742825,107632569.438657,117325151.079543,98297087.2742825,104321117.682686,110923643.437291,117325151.079543,118276682.070148,5329851.97828559,108021188.666421,118307559.256709,128771508.280359,108021188.666421,114660846.253524,121845517.327,128771508.280359
"321","Northern Flicker",1970,2017,"Colaptes auratus",977,"Forest Generalist","Widespread","Picidae","landbird","M","other","native",10997056,10030079,12029437,2006,2015,"PIF0615","BBS7017",510040.306122449,"Northern Flicker",321,9,6,"Picidae",45,"landbird",1,"M",2,"other",2,"native",2,7966865.08917298,582355.223739967,6848250.00262327,7961817.94334358,9128003.8037504,6848250.00262327,7572515.08936156,8357419.27258879,9128003.8037504,18438344.3074578,867948.606369057,16732664.8503277,18443417.7729449,20138979.8963054,16732664.8503277,17851378.4831105,19018868.9818382,20138979.8963054,10984345.1956664,511152.132718272,9979694.06958917,10986135.8033063,11986351.7611598,9979694.06958917,10640005.1860666,11329926.0659877,11986351.7611598
"322","Northern Fulmar",1970,2017,"Fulmarus glacialis",660,"Coasts","Marine","Procellariidae","waterbird","M","other","native",2200000,1650000,2750000,2009,2011,"BNA2012","CBC7017",280612.244897959,"Northern Fulmar",322,4,4,"Procellariidae",48,"waterbird",4,"M",2,"other",2,"native",2,805698.485477016,1884137.66440407,-3722576.5996679,1072011.406631,3656538.30549721,-3722576.5996679,115706.869474215,1859746.73434299,3656538.30549721,3558130.74586186,1241613.8996848,1738243.23025503,3371656.24468203,6562049.12423393,1738243.23025503,2671131.74836536,4218137.83121169,6562049.12423393,2200551.17045102,280532.495453613,1647338.49896272,2198990.65716669,2748893.926004,1647338.49896272,2012159.72541191,2390345.08690821,2748893.926004
"323","Northern Gannet",1970,2017,"Morus bassanus",716,"Coasts","Marine","Sulidae","waterbird","M","other","native",144596,130136,159056,1998,2000,"BNA2002","CBC7017",7377.55102040816,"Northern Gannet",323,4,4,"Sulidae",59,"waterbird",4,"M",2,"other",2,"native",2,-379296.230029573,147936.883358188,-734075.825394695,-353123.116694313,-163040.940049465,-734075.825394695,-457082.17080519,-273980.207241013,-163040.940049465,37626.8981154425,6093.92361033451,27155.1655218877,37131.5922721521,50743.7764183142,27155.1655218877,33261.7430606587,41405.7800406771,50743.7764183142,144508.615037201,7375.53315685065,130175.228849192,144529.452544113,159122.406094511,130175.228849192,139482.794448047,149432.502498259,159122.406094511
"324","Northern Goshawk",1970,2017,"Accipiter gentilis",793,"Forest Generalist","Temperate North America","Accipitridae","landbird","M","other","native",205103,144935,279609,2006,2015,"PIF0615","BBS7017",34355.612244898,"Northern Goshawk",324,8,6,"Accipitridae",1,"landbird",1,"M",2,"other",2,"native",2,-49412.0805756799,19968.507240991,-93396.3997457184,-47714.2275348823,-15329.2710397111,-93396.3997457184,-61618.7731100333,-35296.1212289544,-15329.2710397111,166614.799974266,27775.6958186114,111973.7680377,166383.415979514,220912.759403654,111973.7680377,147940.857746987,185440.448449544,220912.759403654,205623.472933034,34001.2351633384,138675.644638674,205518.668046152,272053.120994788,138675.644638674,182884.481084456,228709.40562707,272053.120994788
"325","Northern Harrier",1970,2017,"Circus hudsonius",783,"Habitat Generalist","Temperate North America","Accipitridae","landbird","M","other","native",822326,731377,921329,2006,2015,"PIF0615","BBS7017",48457.1428571429,"Northern Harrier",325,8,8,"Accipitridae",1,"landbird",1,"M",2,"other",2,"native",2,345951.73253943,43322.2946810344,262283.253954402,345346.643357168,432257.908082542,262283.253954402,316187.634312875,374795.92506804,432257.908082542,1140163.96397541,68785.8185438717,1006971.35613349,1140353.91011708,1275513.09556715,1006971.35613349,1093384.32751322,1185798.02039631,1275513.09556715,822248.745551081,48675.4318235822,726959.063511059,822727.697388413,917771.753560322,726959.063511059,789578.192369073,854567.037136032,917771.753560322
"326","Northern Mockingbird",1970,2017,"Mimus polyglottos",1634,"Habitat Generalist","Temperate North America","Mimidae","landbird","M","other","native",33748673,30589410,37047818,2006,2015,"PIF0615","BBS7017",1647553.06122449,"Northern Mockingbird",326,8,8,"Mimidae",33,"landbird",1,"M",2,"other",2,"native",2,10476461.9417922,1375038.31938951,7812793.48203523,10457864.3604372,13227752.1484596,7812793.48203523,9533664.46976422,11404733.5985105,13227752.1484596,43439869.5049405,2176327.35797929,39198256.2141238,43443037.5640648,47656697.3469018,39198256.2141238,41969469.020166,44919601.1536718,47656697.3469018,33759686.9292766,1660670.3552333,30542036.9558706,33764945.0790132,36962434.5687279,30542036.9558706,32623178.7651359,34903537.6775022,36962434.5687279
